image,image_path,image_exists,image_number,internal_key,card_type_zh,zh_name,zh_description,zh_flavor,zh_extra_texts,en_name,en_description,en_flavor,source_name_key,source_name_hash,source_name_zh_row,source_name_en_row,source_description_key,source_description_hash,source_description_zh_row,source_description_en_row,source_flavor_key,source_flavor_hash,source_flavor_zh_row,source_flavor_en_row,mapping_evidence,notes
ab013.png,card_images_full/ab013.png,是,13,ActionCard_013,行动牌,手工装置,,机械设计有一个简单法则：用处越小的装置外表越精美。,,An artifact,,"There is a simple rule in engineering: the less useful a device, the more complicated are its looks.",ActionCard_013_Caption,350166d894bbbfe8,124,292,ActionCard_013_Description,3701a46e95bbbfd8,,294,ActionCard_013_FlavorText,3601a2b495bbbfe8,125,293,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab014.png,card_images_full/ab014.png,是,14,ActionCard_014,行动牌,逆天神器,,如有神助,,The Golly Gosh machine,,Deus Ex Machina,ActionCard_014_Caption,39010c1096bbbfe8,126,295,ActionCard_014_Description,3b01a08b97bbbfd8,,297,ActionCard_014_FlavorText,3a01c46497bbbfa8,127,296,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab015.png,card_images_full/ab015.png,是,15,ActionCard_015,行动牌,永动机,"[m]
如果使用此卡牌移动： -{1}$。",一切都是浮云，唯有真爱永驻。,,Perpetuum mobile,"[m]
-{1}$ if you use this card to move.",All we are is dust. Only love is eternal.,ActionCard_015_Caption,3d01d70c98bbbfe8,128,298,ActionCard_015_Description,3e01df1d99bbbfa8,129,299,ActionCard_015_FlavorText,3f01503199bbbff8,130,300,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab016.png,card_images_full/ab016.png,是,16,ActionCard_016,行动牌,厄运枪,"选择任意其他玩家。
该玩家遭遇厄运。","“要在神界发明危险武器确实困难，但绝非不可能。”
——发明家科布斯的遗言",,The Misfortugun,Choose any other player: they get a Misfortune.,"""To invent a dangerous weapon in the world of the immortals is a difficult task, but not impossible"" – the last words of Kubbs the Inventor.",ActionCard_016_Caption,410111059abbbff8,131,301,ActionCard_016_Description,420169a19bbbbfd8,132,302,ActionCard_016_FlavorText,4301da569bbbbfb8,133,303,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab017.png,card_images_full/ab017.png,是,17,ActionCard_017,行动牌,超实用装置,"[m]
如果使用此卡牌移动： +{1}^。",超实用装置最艰难的任务是了解客户，然后在客户需要帮助时能伸出援手。,,The most helpful apparatus,"[m] 
+{1}^ if you use this card to move.","The hardest task of the Most Helpful Apparatus is to apprehend its client, then keep them in place – while the help is being inflicted.",ActionCard_017_Caption,4501b2b89cbbbfd8,135,304,ActionCard_017_Description,4601bf839dbbbfe8,136,305,ActionCard_017_FlavorText,47014b4b9ebbbfe8,137,306,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab018.png,card_images_full/ab018.png,是,18,ActionCard_018,行动牌,一流移位机,瞬移到任意站点或建筑。,客户无须担忧：即便传送过程中发生差错，我们特训的专业团队也能保证，将传送分解后的身体部件重新组装成完整的人体。,,A first class teleporter,Teleport anywhere.,"The client can stop worrying: even if an error occurs during the translocation, a team of highly trained professionals guarantees the complete re-assembly of the individual from the separate parts delivered by the teleporter.",ActionCard_018_Caption,49016f379ebbbfa8,138,307,ActionCard_018_Description,4a0172489fbbbfe8,139,308,ActionCard_018_FlavorText,4b01f4dba0bbbfc8,140,309,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab019.png,card_images_full/ab019.png,是,19,ActionCard_019,行动牌,民主之声,"[m]
如果使用此卡牌移动：-{1}&。",只要说得响亮，谎言也能成真。,,The megaphone of democracy,"[m] 
-{1}& if you use this card to move.","If you say it loud enough, any lie becomes the truth.",ActionCard_019_Caption,4d01f763a1bbbfa8,141,310,ActionCard_019_Description,4e01bff7a1bbbfc8,142,311,ActionCard_019_FlavorText,4f015dfca2bbbfb8,143,312,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab020.png,card_images_full/ab020.png,是,20,ActionCard_020,行动牌,政治经营,你可以再使用一张卡牌。,厂子开得最大的老板，往往是选民最死忠的那个，你说怪不怪？,,The vote factory,You can play another card.,Have you ever wondered why it's always the owners of the largest factories that enjoy the most loyal electorate?,ActionCard_020_Caption,5101a49fa3bbbfd8,144,313,ActionCard_020_Description,53012cc9a4bbbfc8,2516,315,ActionCard_020_FlavorText,5201cc12a3bbbfb8,145,314,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab021.png,card_images_full/ab021.png,是,21,ActionCard_021,行动牌,奔跑的炸弹,你必须丢弃任意玩家手上一张激活的永久卡牌。,"“快看，什么在追着我们跑？”
——扫雷机器人的遗言",,The runner bomb,You must discard 1 active permanent card of any player.,"""Hey, what's this thing running after us?"" – the last words of a minesweeping robot.",ActionCard_021_Caption,550181c2a5bbbfa8,146,316,ActionCard_021_Description,5601865fa5bbbfd8,147,317,ActionCard_021_FlavorText,5701dca2a6bbbfc8,148,318,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab022.png,card_images_full/ab022.png,是,22,ActionCard_022,行动牌,装腔作势,"触发赌博站点效果，并额外获得等同于骰子点数的&。
[m]
要使用此卡牌移动，则掷骰子并相应地移动。",做什么事不重要，重要的是表面文章要做好。,,A poseur,"Use the Gamble spot mechanic. In addition to its results: + as many & as the number rolled on the dice.
[m] 
To use this card to move, roll the dice and move accordingly.","It's not what you do, it's how good you look doing it.",ActionCard_022_Caption,59014884a7bbbfd8,150,319,ActionCard_022_Description,5a01563aa8bbbfb8,151,320,ActionCard_022_FlavorText,5b017b2fa8bbbfb8,152,321,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab023.png,card_images_full/ab023.png,是,23,ActionCard_023,行动牌,恶作剧,选择任意玩家进行位置交换（交换后所在位置的规则不会触发）。,即便占据天时地利的人不是你，总有机会可以补救。,,A prank,Choose any player: they swap places with you (the rules of the places where you both land are not triggered).,"If it's not you who ends up in the right place at the right time, there's always a way to fix that.",ActionCard_023_Caption,5d01c7a3a9bbbfc8,153,322,ActionCard_023_Description,5e01be5aaabbbfa8,154,323,ActionCard_023_FlavorText,5f014e24aabbbff8,155,324,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab024.png,card_images_full/ab024.png,是,24,ActionCard_024,行动牌,翻筋斗,"瞬移到任意赌博站点。
[m]
如果使用此卡牌移动： -{1}$，+{2}次额外的走牌。",要翻得又高落地又稳才行。,,A somersault,"Teleport to any Gamble spot. 
[m] 
-{1}$, +{2} extra turn if you use this card to move.",The ability to jump high is beneficial only in a combination with the ability to land safely.,ActionCard_024_Caption,6101ea2babbbbfb8,157,325,ActionCard_024_Description,6201c49bacbbbfe8,158,326,ActionCard_024_FlavorText,6301173facbbbfc8,159,327,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab025.png,card_images_full/ab025.png,是,25,ActionCard_025,行动牌,开张大礼,,你要是真赢到了什么值钱货，那准是分奖委员会里有人出了大岔子。,,The Opening Day gift,,"If you win something truly valuable, someone in the prize distribution commitee has made a big mistake.",ActionCard_025_Caption,650159dcadbbbfe8,160,328,ActionCard_025_Description,6701e51faebbbfa8,,330,ActionCard_025_FlavorText,6601d935aebbbfa8,161,329,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab026.png,card_images_full/ab026.png,是,26,ActionCard_026,行动牌,头奖！,,能带来幸福的不是中奖本身，而是奖金的金额。,,Jackpot!,,"It's not the money per se, but the amount of it that brings true happiness.",ActionCard_026_Caption,69018ee0afbbbfd8,162,331,ActionCard_026_Description,6a01e6bbb0bbbfe8,,332,ActionCard_026_FlavorText,6b0190ecb1bbbfe8,163,333,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab027.png,card_images_full/ab027.png,是,27,ActionCard_027,行动牌,轻松赌博,"在赌场中赌博。+{1}次额外的走牌。
如果你赢了，获得三倍的金额。
如果你输掉的$多于所拥有的，则不会获得^。",那些说赌博只是为了找乐子的人，既不懂何为乐趣，也不懂何为赌博。,,Easy gamble,"Gamble in the Casino. If you win, your winnings triple. If you lose more $ than you have, you don't get ^. +{1} extra turn.","Those who say that having fun is the most important reason to gamble, have no comprehension of neither fun nor gambling.",ActionCard_027_Caption,6d0130c6b1bbbfb8,164,334,ActionCard_027_Description,6e012bb2b2bbbff8,165,335,ActionCard_027_FlavorText,6f0199e2b3bbbff8,166,336,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab028.png,card_images_full/ab028.png,是,28,ActionCard_028,行动牌,满满当当,,"“赢钱越多，要越早脱身。”
——小魔怪谚语",,A bucket of quarters,,"""The more you win, the faster you should leave"" – a gremlin proverb.",ActionCard_028_Caption,7101f417b3bbbfe8,167,337,ActionCard_028_Description,73010218b5bbbfb8,,339,ActionCard_028_FlavorText,72018e00b4bbbfd8,168,338,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab029.png,card_images_full/ab029.png,是,29,ActionCard_029,行动牌,大家一起跳！,,虽然小魔怪未将音乐视为一种艺术形式，但他们偶尔会利用乐器来吸引注意力或使其竞争对手闭嘴。,,Everybody dance!,,"While gremlins do not recognize music as an art form, sometimes they utilize musical instruments to attract the attention of their electorate or to shut up their political rivals.",ActionCard_029_Caption,75012646b6bbbfd8,169,340,ActionCard_029_Description,77017ef3b7bbbfb8,,342,ActionCard_029_FlavorText,760101c1b6bbbfd8,170,341,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab030.png,card_images_full/ab030.png,是,30,ActionCard_030,行动牌,幸运币,"在赌场中赌博。
你可以再掷两次骰子。
只有最后一次掷骰子结果算数。",真正的幸运骰子是让你只赢不输的骰子。,,Yet another chance,Gamble in the Casino. You can re-roll the dice twice. Only the result of the last roll counts.,A lucky coin does not have a flip side.,ActionCard_030_Caption,7901c192b8bbbfa8,171,343,ActionCard_030_Description,7a01f108b8bbbfe8,172,344,ActionCard_030_FlavorText,7b012e59b9bbbff8,173,345,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab031.png,card_images_full/ab031.png,是,31,ActionCard_031,行动牌,作弊！,"[m]
使用此卡牌移动时，你可以逆着箭头方向移动。",牌堆里“王牌”的数量与玩家的“牌技”成正比。,,Cheating!,"[m] 
You can move against the arrows when you use this card to move.",The number of aces in the deck is directly proportional to the skill of the players.,ActionCard_031_Caption,7d0129c8babbbfc8,174,346,ActionCard_031_Description,7e011eddbabbbfa8,175,347,ActionCard_031_FlavorText,7f01b41cbbbbbfc8,176,348,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab032.png,card_images_full/ab032.png,是,32,ActionCard_032,行动牌,煽动叛乱,"掷骰子。
如果掷到{1}以下，则你被逮捕。",谋权之路常常通向监狱。,,Advocating for rebellion,Roll the dice. If you roll {1} or less: you are arrested.,It is not unusual for the road to power to lead through a prison cell.,ActionCard_032_Caption,81013638bcbbbff8,178,349,ActionCard_032_Description,82017426bdbbbfe8,179,350,ActionCard_032_FlavorText,8301c16abdbbbfb8,180,351,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab033.png,card_images_full/ab033.png,是,33,ActionCard_033,行动牌,动人的演讲,,要想高明地欺骗民众，你必须先相信自己的谎言。,,A touching speech,,"To skilfully fool the crowd, you must learn to believe your own lies.",ActionCard_033_Caption,85019217bebbbff8,182,352,ActionCard_033_Description,870136e3bfbbbfa8,,354,ActionCard_033_FlavorText,86015db9bfbbbfa8,183,353,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab034.png,card_images_full/ab034.png,是,34,ActionCard_034,行动牌,告密,"选择任意其他玩家。
该玩家支付$（等于其^x{1}）。
如果不能付清，则该玩家被逮捕。",所谓告密者，不过是读者圈子极小的记者罢了。,,A tip-off,"Choose any other player: they pay $ equal to their ^x{1}. If full payment cannot be made, they are arrested.",A snitch is simply a journalist with a very narrow circle of readers.,ActionCard_034_Caption,8901f970c0bbbfa8,184,355,ActionCard_034_Description,8a01000cc1bbbfa8,185,356,ActionCard_034_FlavorText,8b01e6acc1bbbfe8,186,357,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab035.png,card_images_full/ab035.png,是,35,ActionCard_035,行动牌,暗箱操作,,高手操弄民意于投票之前，庸才方才篡改数据于计票之中。,,Vote rigging,,The election results are falsified only by those who failed to fool the voters in advance.,ActionCard_035_Caption,8d012b7ac2bbbfe8,187,358,ActionCard_035_Description,8e01e5ddc3bbbfc8,,359,ActionCard_035_FlavorText,8f01198bc4bbbfb8,188,360,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab036.png,card_images_full/ab036.png,是,36,ActionCard_036,行动牌,揭露真面目,^最高的玩家（包括你）：-{1}&，揭开其手牌。,撕掉对手的面具时，小心不要丢了自己的面具。,,The unmasking,"A player with the highest ^ (including you): -{1}&, reveals their hand.","When tearing masks off your opponents, be careful not to lose your own.",ActionCard_036_Caption,910193e8c4bbbfb8,189,361,ActionCard_036_Description,92015836c5bbbff8,190,362,ActionCard_036_FlavorText,930117aec6bbbfa8,191,363,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab037.png,card_images_full/ab037.png,是,37,ActionCard_037,行动牌,妥协协议,镇长：-{1}&，+{2}^，不再担任镇长。你可以再使用一张卡牌。,哪里有清白的镇长？不过是黑材料还没曝光罢了。,,Kompromat,"The Governor: -{1}&, +{2}^, stops being the Governor. You can play another card.",There are no honest governors – just those whose compromising files haven't been published yet.,ActionCard_037_Caption,9501edbfc6bbbff8,192,364,ActionCard_037_Description,96015a7ac7bbbfc8,193,365,ActionCard_037_FlavorText,97018b1dc8bbbfa8,194,366,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab038.png,card_images_full/ab038.png,是,38,ActionCard_038,行动牌,弹劾！,镇长被逮捕。 选举开始。,输赢难定。他们只是被监禁而已。,,Impeachment!,The Governor is arrested. Elections begin.,Winners are not judged. They are simply incarcerated.,ActionCard_038_Caption,990194ecc9bbbfc8,195,367,ActionCard_038_Description,9a0158abc9bbbff8,196,368,ActionCard_038_FlavorText,9b013729cabbbfa8,197,369,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab039.png,card_images_full/ab039.png,是,39,ActionCard_039,行动牌,欠条,"选择任意玩家。
该玩家给你{1}$。",听起来荒谬，但欠条这东西，有时连当引火纸的资格都没有。,,An IOU,Choose any player: they give you {1}$.,"As unlikely as it seems, IOUs are sometimes used for more than just starting a fire.",ActionCard_039_Caption,9d01645dcbbbbfb8,198,370,ActionCard_039_Description,9e01bd9bcbbbbfe8,199,371,ActionCard_039_FlavorText,9f013f0eccbbbff8,200,372,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab040.png,card_images_full/ab040.png,是,40,ActionCard_040,行动牌,不在场证明,其他每个玩家：+{1}^。,事先备好天衣无缝的不在场证明，能让犯罪的乐趣倍增。,,An alibi,Every other player: +{1}^.,Committing crimes is much more enjoyable when you secure a watertight alibi in advance.,ActionCard_040_Caption,a101a46ccdbbbfb8,201,373,ActionCard_040_Description,a20126f2cdbbbfe8,202,374,ActionCard_040_FlavorText,a30147dbcebbbfa8,203,375,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab041.png,card_images_full/ab041.png,是,41,ActionCard_041,行动牌,损失和诉讼费,"选择任意其他玩家。
该玩家失去{1}$。
你获得失去金额的一半。
如果不能付清，则该玩家被逮捕。",要在法庭上坐实别人欠你钱（实际可能没有），关键看你愿意分给法官几成。,,Damage and Legal Costs,"Choose any other player: they pay {1}$. You get half of what was paid. If full payment cannot be made, they are arrested.","To prove in court that someone owes you money, when they actually might not, one must understand which proportion of the ""debt"" one should offer to the judge.""",ActionCard_041_Caption,a5013435cfbbbfd8,204,376,ActionCard_041_Description,a601bae2d0bbbfc8,205,377,ActionCard_041_FlavorText,a701f8dcd0bbbfc8,206,378,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab042.png,card_images_full/ab042.png,是,42,ActionCard_042,行动牌,没收,选择其他玩家的任意一张激活的永久卡牌。该玩家可以选择给你该卡牌或{1}*。,偷抢比干活赚钱来得快；不光来钱快，心里也更痛快。,,Confiscation,"Choose any active permanent card of any other player. They must give you that card, or {1}*.","To steal something is always more profitable than to create that something – moreover, it is also much more pleasant.",ActionCard_042_Caption,a90188e8d1bbbfc8,207,379,ActionCard_042_Description,aa01eb5bd2bbbfe8,208,380,ActionCard_042_FlavorText,ab015b06d2bbbfc8,209,381,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab043.png,card_images_full/ab043.png,是,43,ActionCard_043,行动牌,搜身,"查看任意其他玩家的手牌。
每发现一张秘密或罪恶卡牌，该玩家给你{1}$。",就算你把“天界全包度假券”和“搜查令”摆在警察面前，他们也会毫不犹豫地选择后者。,,Personal search,Look at the hand of any other player: they give you {1}$ for each criminal or secret card discovered.,"If you offer a policeman the choice between carrying out a search warrant or going on an all-inclusive trip to a resort on the Astral Plane, they will most likely choose the warrant.",ActionCard_043_Caption,ad01edded3bbbff8,212,382,ActionCard_043_Description,ae01b853d4bbbfe8,213,383,ActionCard_043_FlavorText,af0150c0d4bbbfd8,214,384,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab044.png,card_images_full/ab044.png,是,44,ActionCard_044,行动牌,伸张正义,"选择任意玩家。该玩家给你{1}*。
如果该玩家拥有最高的^，则被逮捕。",高价帮助罪犯的人并不一定是犯罪同伙，还可能是律师。,,Justice is served,"Choose any player: they give you {1}*; if they have the highest ^, they are arrested.",Those who help criminals for a good price are not always their partners in crime. Oftentimes they are called lawyers.,ActionCard_044_Caption,b1010253d5bbbfc8,217,385,ActionCard_044_Description,b201667ed6bbbfb8,218,386,ActionCard_044_FlavorText,b30116cdd6bbbfa8,219,387,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab045.png,card_images_full/ab045.png,是,45,ActionCard_045,行动牌,财产税,其他玩家每拥有一张当前已激活的永久卡牌，则给你{1}$。,有时，他人的财产也能帮你赚钱。,,Real estate tax,Every player gives you {1}$ for each of their active permanent cards.,"At times, other people's property can be profitable.",ActionCard_045_Caption,b5012e34d7bbbfa8,220,388,ActionCard_045_Description,b6013ac3d8bbbfd8,221,389,ActionCard_045_FlavorText,b7010a09d9bbbfa8,222,390,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab046.png,card_images_full/ab046.png,是,46,ActionCard_046,行动牌,清剿行动,"查看任意其他玩家的手牌。
你可丢弃其任意数量的手牌：每丢弃一张卡牌，你获得{1}^。
这个站点的规则不会影响你。",如果是警察（而非守卫）开展清剿行动，赃款就会翻倍。,,"Operation ""Clean Hands""","Look at the hand of any other player. You can discard any cards from their hand, you get {1}^ for each card discarded. The rules of this spot do not affect you.","If the police, and not the janitors, are in charge of the cleanup, the amount of dirt is likely to double.",ActionCard_046_Caption,b901c075d9bbbfe8,223,391,ActionCard_046_Description,ba012263dabbbfd8,224,392,ActionCard_046_FlavorText,bb01202cdbbbbff8,225,393,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab047.png,card_images_full/ab047.png,是,47,ActionCard_047,行动牌,诬陷,"选择任意其他玩家。
该玩家被逮捕。
这个站点的规则不会影响你。",找对人，说对话，则可能让世界变得“更好”。当然，这“更好”得是对你而言。,,A set-up,Choose any other player: they are arrested. The rules of this spot do not affect you.,"Drop the right word into the right ear, and you might radically change the world for the better (if we take 'better' to mean 'better for you', of course).",ActionCard_047_Caption,bd014735dcbbbff8,227,394,ActionCard_047_Description,be0104bedcbbbfa8,228,395,ActionCard_047_FlavorText,bf01eae6ddbbbfb8,229,396,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab048.png,card_images_full/ab048.png,是,48,ActionCard_048,行动牌,视察,"选择任意其他玩家。指定站点或建筑。看看其手牌。对于每张可以使用的卡牌，该玩家给你{1}$或丢弃该卡牌。
这个站点的规则不会影响你。","“钞票足够厚，违禁随便走。”
——小魔怪谚语",,An inspection,"Choose any other player. Choose a place. Look at their hand. For each card that can be played there, they give you {1}$ or discard the card. The rules of this spot do not affect you.","""A thick wad of cash can hide any sort of contraband"" – a gremlin proverb.",ActionCard_048_Caption,c1017652debbbfb8,230,397,ActionCard_048_Description,c2015228debbbfb8,231,398,ActionCard_048_FlavorText,c30101d4dfbbbfb8,232,399,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
ab049.png,card_images_full/ab049.png,是,49,ActionCard_049,行动牌,调查,"查看任意其他玩家的手牌，然后丢弃其中1张卡牌。
瞬移到可使用此卡牌的站点或建筑。",据最新研究表明，最严重的损失不是因犯罪而造成，而是因试图在调查中复制犯罪的警察而导致。,,Investigative experiment!,"Look at the hand of any other player: discard 1 card from their hand, teleport to the place where this card can be played.","According to the latest research, the biggest losses are caused not by the crimes committed, but by the policemen trying to replicate them in the course of their investigation.",ActionCard_049_Caption,c501122ee0bbbfc8,236,400,ActionCard_049_Description,c601bd9fe0bbbfe8,237,401,ActionCard_049_FlavorText,c701d653e1bbbfa8,238,402,程序集 TAG 完整本地化 ID + resources.assets 完整哈希,
