internal_key,location_groups,evidence,source_card_name,source_cell_id
ActionCard_093,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a093,A1F44CE0070E5A07
ActionCard_094,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a094,A1F44CE0070E5A07
ActionCard_095,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a095,A1F44CE0070E5A07
ActionCard_096,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a096,A1F44CE0070E5A07
ActionCard_097,厄运,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a097,B0EB4CE0076E6F06
ActionCard_098,厄运,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a098,B0EB4CE0076E6F06
ActionCard_099,厄运,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a099,B0EB4CE0076E6F06
ActionCard_100,厄运,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a100,B0EB4CE0076E6F06
ActionCard_101,监狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a101,C3364DE0073E510D
ActionCard_102,监狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a102,C3364DE0073E510D
ActionCard_103,监狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a103,C3364DE0073E510D
ActionCard_104,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a104,B13C4DE007D7F40E
ActionCard_105,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a105,B13C4DE007D7F40E
ActionCard_106,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a106,B13C4DE007D7F40E
ActionCard_107,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a107,B13C4DE007D7F40E
ActionCard_108,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a108,B13C4DE007D7F40E
ActionCard_109,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a109,B13C4DE007D7F40E
ActionCard_110,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a110,B13C4DE007D7F40E
ActionCard_111,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a111,B13C4DE007D7F40E
ActionCard_128,警察,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a128,C8A84CE0073FA001
ActionCard_129,贿赂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a129,E0E34CE007656E05
ActionCard_130,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a130,A3104DE0070FFA0A
ActionCard_131,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a131,A3104DE0070FFA0A
ActionCard_132,藏宝阁,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a132,A45E4DE007706F11
ActionCard_133,贿赂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a133,E0E34CE007656E05
ActionCard_134,法院,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a134,D6534DE007B18E10
ActionCard_135,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a135,A1F44CE0070E5A07
ActionCard_136,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a136,A1F44CE0070E5A07
ActionCard_137,演讲,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a137,F4C64CE0074C9102
ActionCard_138,法院,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a138,D6534DE007B18E10
ActionCard_139,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a139,B13C4DE007D7F40E
ActionCard_140,藏宝阁,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a140,A45E4DE007706F11
ActionCard_141,废料场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a141,F81A4DE0077AA30B
ActionCard_142,赌场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a142,C74C4DE007B1300F
ActionCard_143,办公楼,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a143,E0094DE007D78709
ActionCard_144,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a144,A3104DE0070FFA0A
ActionCard_145,法院,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a145,D6534DE007B18E10
ActionCard_146,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a146,A3104DE0070FFA0A
ActionCard_147,演讲,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a147,F4C64CE0074C9102
ActionCard_148,市场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a148,B72C4DE00795310C
ActionCard_149,银行,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a149,A1024DE007D4D508
ActionCard_150,赌博,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a150,E1D14CE007F0D903
ActionCard_151,监狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a151,C3364DE0073E510D
ActionCard_152,废料场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a152,F81A4DE0077AA30B
ActionCard_153,市场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a153,B72C4DE00795310C
ActionCard_154,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a154,A1F44CE0070E5A07
ActionCard_155,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a155,A3104DE0070FFA0A
ActionCard_156,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a156,B13C4DE007D7F40E
ActionCard_157,藏宝阁,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a157,A45E4DE007706F11
ActionCard_158,藏宝阁,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a158,A45E4DE007706F11
ActionCard_159,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a159,A3104DE0070FFA0A
ActionCard_160,厄运,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a160,B0EB4CE0076E6F06
ActionCard_161,银行,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a161,A1024DE007D4D508
ActionCard_162,监狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a162,C3364DE0073E510D
ActionCard_163,法院,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a163,D6534DE007B18E10
ActionCard_164,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a164,A3104DE0070FFA0A
ActionCard_165,监狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a165,C3364DE0073E510D
ActionCard_166,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a166,B13C4DE007D7F40E
ActionCard_167,赌场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a167,C74C4DE007B1300F
ActionCard_168,赌场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a168,C74C4DE007B1300F
ActionCard_169,银行,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a169,A1024DE007D4D508
ActionCard_170,赌博,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a170,E1D14CE007F0D903
ActionCard_171,警察,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a171,C8A84CE0073FA001
ActionCard_172,演讲,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a172,F4C64CE0074C9102
ActionCard_173,办公楼,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a173,E0094DE007D78709
ActionCard_174,法院,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a174,D6534DE007B18E10
ActionCard_175,银行,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a175,A1024DE007D4D508
ActionCard_176,演讲,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a176,F4C64CE0074C9102
ActionCard_177,赌场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a177,C74C4DE007B1300F
ActionCard_178,警察,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a178,C8A84CE0073FA001
ActionCard_179,市场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a179,B72C4DE00795310C
ActionCard_180,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a180,A1F44CE0070E5A07
ActionCard_181,办公楼,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a181,E0094DE007D78709
ActionCard_182,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a182,B13C4DE007D7F40E
ActionCard_183,赌场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a183,C74C4DE007B1300F
ActionCard_184,废料场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a184,F81A4DE0077AA30B
ActionCard_185,市场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a185,B72C4DE00795310C
ActionCard_186,赌博,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a186,E1D14CE007F0D903
ChaosCard_001,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,c001,B13C4DE007D7F40E
ChaosCard_002,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,c002,B13C4DE007D7F40E
ChaosCard_003,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,c003,B13C4DE007D7F40E
ChaosCard_004,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,c004,A1F44CE0070E5A07
ChaosCard_005,天界,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,c005,A1F44CE0070E5A07
ChaosCard_006,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,c006,A3104DE0070FFA0A
PermCard_001,藏宝阁,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a112,A45E4DE007706F11
PermCard_002,废料场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a113,F81A4DE0077AA30B
PermCard_003,废料场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a114,F81A4DE0077AA30B
PermCard_004,地狱,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a115,B13C4DE007D7F40E
PermCard_005,办公楼,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a116,E0094DE007D78709
PermCard_006,法院,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a117,D6534DE007B18E10
PermCard_007,赌场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a118,C74C4DE007B1300F
PermCard_008,赌场,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a119,C74C4DE007B1300F
PermCard_009,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a120,A3104DE0070FFA0A
PermCard_010,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a121,A3104DE0070FFA0A
PermCard_011,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a122,A3104DE0070FFA0A
PermCard_012,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a123,A3104DE0070FFA0A
PermCard_013,工厂,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a124,A3104DE0070FFA0A
PermCard_014,银行,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a125,A1024DE007D4D508
PermCard_015,银行,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a126,A1024DE007D4D508
PermCard_016,银行,Assembly-CSharp.dll / GServer.DM.Init / GActionCard.CellID,a127,A1024DE007D4D508
